0;zhang;beijing;26;3000;2000-12-01;1;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
0;zhang3;beijing;26;5000;2000-11-01;1;4;true;1.0;0.8630952380952381;
1;zhang22;beijing;26;6000;2000-10-02;0;4;true;1.0;0.8630952380952381;
1;zhang22;beijing2;26;6000;2000-10-02;0;0;false;1.0;0.0;name: 0.7142857142857143 | address: 0.875 | age: 1.0
2;zhang3;beijing;;4000;2000-12-01;;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
2;zhang3;beijing;;4000;2000-12-01;;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
3;zhang;beijing;26;5000;2000-11-01;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
3;zhang;beijing;26;5000;2000-11-01;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
4;zhang;beijing3;26;;2000-12-05;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
4;zhang;beijing3;26;;2000-12-05;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
5;zhangAAA;beijing;27;3000;2000-12-01;6;1;true;1.0;1.0;
6;zhangAAA;beijing2;27;6000;2000-10-02;5;1;true;1.0;1.0;
7;zhangAAA;beijing888;27;4000;2000-12-01;;1;true;1.0;1.0;
8;zhangAAA;beijing999;27;;2000-11-01;;1;true;1.0;1.0;
9;zhangBBB;beijing;28;3000;2000-12-01;10;1;true;1.0;1.0;
10;zhangBBB;beijing2;28;6000;2000-10-02;9;1;true;1.0;1.0;
11;zhangBBB;beijingBBB;28;4000;1999-11-01;;3;true;1.0;0.9249999999999999;
11;zhangBBB;beijingBBB;28;4000;2000-12-01;;0;false;0.9583333333333334;0.0;name: 0.875 | address: 1.0 | age: 1.0
12;zhangBB;beijingBBB;28;;1999-11-01;;0;false;0.9583333333333334;0.0;name: 0.875 | address: 1.0 | age: 1.0
13;zhangBBB;beijingBB;28;;2000-12-05;;0;false;0.9666666666666667;0.0;name: 1.0 | address: 0.9 | age: 1.0
14;zhangCCCCCC;beijing;29;3000;1995-12-01;15,16;0;false;0.8977272727272728;0.0;name: 0.8181818181818181 | address: 0.875 | age: 1.0
14;zhangCCCCCC;beijinga;29;9000;1995-12-01;16;4;true;1.0;0.8977272727272728;
15;zhangCCCC;beijing;29;8000;2000-10-02;14;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
15;zhangCCCCC;beijinga;29;8000;1996-12-05;14;4;true;1.0;0.9249999999999999;
16;zhangCCCC;beijing1;29;4000;1999-12-01;14,17;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
17;zhangCCCC;beijing1;29;9000;1999-11-01;16;0;false;0.8977272727272728;0.0;name: 0.8181818181818181 | address: 0.875 | age: 1.0
18;zhangCCCCC;beijinga;29;7000;1996-12-05;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
18;zhangCCCCC;beijinga;29;7000;1996-12-05;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
19;zhangCCCCC;beijinga;29;;2010-10-01;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
19;zhangCCCCC;beijinga;29;;2010-10-01;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
20;xixia;shaolin;30;3000;2000-12-01;24;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
20;xixia3;shaolin;30;5000;2000-11-01;24;4;true;1.0;0.9027777777777778;
21;xixia3;shaolin;;4000;2000-12-01;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
21;xixia3;shaolin;;4000;2000-12-01;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
21;xixia22;shaolin;30;6000;2000-10-02;20;4;true;1.0;0.8630952380952381;
22;xixia;shaolin;30;5000;2000-11-01;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
22;xixia;shaolin;30;5000;2000-11-01;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
23;xixia;shaolin3;30;;2000-12-05;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
23;xixia;shaolin3;30;;2000-12-05;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
24;xixia22;shaolin2;30;6000;2000-10-02;20;0;false;0.8630952380952381;0.0;name: 0.7142857142857143 | address: 0.875 | age: 1.0
25;hunan;huashan;31;3000;2000-12-01;28;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
25;hunan3;huashan;31;5000;2000-11-01;28;4;true;1.0;0.8630952380952381;
26;hunan3;huashan;;4000;2000-12-01;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
26;hunan3;huashan;;4000;2000-12-01;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
26;hunan22;huashan;31;6000;2000-10-02;25;4;true;1.0;0.8630952380952381;
27;hunan;huashan;31;5000;2000-11-01;;0;false;0.8630952380952381;0.0;name: 0.7142857142857143 | address: 0.875 | age: 1.0
27;hunan;huashan;31;5000;2000-11-01;;0;false;0.8630952380952381;0.0;name: 0.7142857142857143 | address: 0.875 | age: 1.0
28;hunan22;huashan2;31;6000;2000-10-02;25;0;false;0.8630952380952381;0.0;name: 0.7142857142857143 | address: 0.875 | age: 1.0
29;hunan;huashan3;31;;2000-12-05;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
29;hunan;huashan3;31;;2000-12-05;;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
30;anhui3;taishan;;4000;2000-12-01;;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
30;anhui3;taishan;;4000;2000-12-01;;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
30;anhui3;taishan;32;5000;2000-11-01;34;4;true;1.0;0.9027777777777778;
30;anhui22;taishan;32;6000;2000-10-02;33;4;true;1.0;0.8630952380952381;
31;anhui;taishan;32;5000;2000-11-01;;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
31;anhui;taishan;32;5000;2000-11-01;;0;false;0.9444444444444445;0.0;name: 0.8333333333333334 | address: 1.0 | age: 1.0
32;anhui;taishan3;32;;2000-12-05;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
32;anhui;taishan3;32;;2000-12-05;;0;false;1.0;0.0;name: 1.0 | address: 1.0 | age: 1.0
33;anhui;taishan;32;3000;2000-12-01;34;0;false;0.9583333333333334;0.0;name: 1.0 | address: 0.875 | age: 1.0
34;anhui22;taishan2;32;6000;2000-10-02;33;0;false;0.8630952380952381;0.0;name: 0.7142857142857143 | address: 0.875 | age: 1.0
