001;Mr Destin Jones;MSR;Richmond Hill 10;99671;Stebbins;048-288-966;DJones@gmail.com;15-09-1952;prospect;true
001;Mr Destin Jones;MSR;Richmond Hill 10;99671;Stebbins;048-288-966;DJones@gmail.com;15-09-1952;prPspKcZ;false
001;Mr Destin Jones;MSR;Ricmhond Hill 10;99671;Stebbins;048-288-966;DJones@gmail.com;15-09-1952;prospect;false
001;Mr Destin Jones;MSR;Richmond Hil1 l0;99671;Stebbins;048-288-966;DJones@gmail.com;15-09-1952;prospeAt;false
001;Mr Destin Jones;MSR;oich RndmliHl 10;99671;Stebbins;048-288-966;DJones@gmail.com;15-09-1952;SrospeQt;false
0010;Mrs Alice Phillips;MTQ;East Calle Primera 47;04642;Harborside;818-877-478;APhillips@yahoo.com;02-07-1954;customer;true
0011;Ms Katie Walker;LBY;Castillo Drive 8;30021;Clarkston;;KWalker@msn.com;01-01-1969;beneficiary;true
0012;Ms Samantha Evans;NRU;East Fry Blvd. 25;60417;Crete;;SEvans@gmail.com;05-11-1992;customer;true
0012;Ms Samantha Evans;NRU;tasE Fry Blvd. 25;60417;Crete;;SEvans@gmail.com;05-11-1992;cusWoCeC;false
0012;Ms Samantha Evans;NRU;East FrB ylvd. 25;60417;Crete;;SEvans@gmail.com;05-11-1992;NustSmer;false
0012;Ms Samantha Evans;NRU;East Fry Blvd. 25;60417;Crete;;SEvans@gmail.com;05-11-1992;Sustomer;false
0012;Ms Samantha Evans;NRU;East Fry Blvd. 25;60417;Crete;;SEvans@gmail.com;05-11-1992;customeH;false
0013;Mr Derick Bennett;DJI;E Fowler Avenue 38;12929;Dannemora;391-849-582;DBennett@yahoo.com;17-09-1962;prospect;true
0014;Ms Chelsea Jones;PAN;San Simeon 46;14433;Clyde;;CJones@yahoo.com;28-05-1999;prospect;true
0014;Ms Chelsea Jones;PAN;San Simeon 46;14433;Clyde;;CJones@yahoo.com;28-05-1999;prospect;false
0014;Ms Chelsea Jones;PAN;San Simeon 46;14433;Clyde;;CJones@yahoo.com;28-05-1999;prospect;false
0014;Ms Chelsea Jones;PAN;San Simeon 46;14433;Clyde;;CJones@yahoo.com;28-05-1999;prospect;false
0014;Ms Chelsea Jones;PAN;San Simeon 46;14433;Clyde;;CJones@yahoo.com;28-05-1999;proOpeOt;false
0015;Mr Drake White;SGS;North Ventu Park Road 12;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;customer;true
0015;Mr Drake White;SGS;North Ventu Park Road 12;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;customer;false
0015;Mr Drake White;SGS;Porth  entuVNark Ro2d 1a;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;custUmeQ;false
0015;Mr Drake White;SGS;NortP VenRu rahk toad 12;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;customer;false
0015;Mr Drake White;SGS;North Ventu Park Road 12;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;customer;false
0015;Mr Drake White;SGS;North Ventu Park Road 12;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;customer;false
0015;Mr Drake White;SGS;North Ventu Park Road 12;80509;Colorado Springs;708-140-048;DWhite@gmail.com;21-03-1956;customer;false
0016;Mrs Imogen Flores;AUT;Santa Rosa North 25;72088;Fairfield Bay;577-849-854;IFlores@yahoo.com;31-05-1980;customer;true
0017;Mrs Morgan Ross;ROU;Fontaine Road 12;03576;Colebrook;;MRoss@yahoo.com;25-04-1964;customer;true
0018;Mr Armando Cook;LUX;Burnett Road 22;64071;Mayview;174-750-768;ACook@gmail.com;20-10-1953;prospect;true
0019;Mrs Paige Brown;UGA;Carpinteria Avenue 3;65648;Fair Grove;;PBrown@gmail.com;25-03-1985;prospect;true
0019;Mrs Paige Brown;UGA;Carpinteria Avenue 3;65648;Fair Grove;;PBrown@gmail.com;25-03-1985;prospEct;false
0019;Mrs Paige Brown;UGA;Carpi terna Avenuei3;65648;Fair Grove;;PBrown@gmail.com;25-03-1985;prospect;false
0019;Mrs Paige Brown;UGA;Carpinteria Avenue 3;65648;Fair Grove;;PBrown@gmail.com;25-03-1985;prWspect;false
002;Mr Justice James;BMU;S Rustle St 49;37348;Kelso;;JJames@gmail.com;05-10-1974;beneficiary;true
0020;Ms Libby Williams;TKL;Santa Rosa North 42;49840;Gulliver;;LWilliams@gmail.com;21-03-1958;beneficiary;true
0021;Mr Axel Anderson;NAM;North Broadway Street 41;38459;Frankewing;606-947-958;AAnderson@gmail.com;07-10-1955;prospect;true
0022;Mr Dillan Phillips;NGA;El Camino Real 12;02714;Dartmouth;;DPhillips@yahoo.com;15-06-1994;prospect;true
0023;Mr Emerson Barnes;AND;Carpinteria Avenue 46;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;true
0023;Mr Emerson Barnes;AND;Carpinteria Avenue 46;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;false
0023;Mr Emerson Barnes;AND;Carpinteria Avenue 46;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;false
0023;Mr Emerson Barnes;AND;Carpinteria Avenue 46;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneXiFiary;false
0023;Mr Emerson Barnes;AND;Cavpinteria Arenue 46;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;false
0023;Mr Emerson Barnes;AND;Carpinteria Avenue 46;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;false
0023;Mr Emerson Barnes;AND;Carpi6teria evAnue 4n;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;false
0023;Mr Emerson Barnes;AND;Car6niteria Avenue 4p;43537;Maumee;;EBarnes@yahoo.com;30-08-1967;beneficiary;false
0024;Mrs Rachel Baker;MLI;Milpas Street 13;71069;Rodessa;;RBaker@msn.com;21-08-1985;prospect;true
0025;Ms Maisie Turner;NAM;Santa Rosa South 29;27862;Pendleton;206-567-234;MTurner@msn.com;02-05-1964;customer;true
