1;AD;24;AD14 4724 5087 02RV 7G3P J0LE;false
1;AD;24;AD89 7788 7882 102O HDE3 1W4Z;false
2;AE;23;AE27 4724 5087 0235 7235 501;false
1;AD;24;AD79 7735 1711 MBSQ 03RC WR13;false
3;AL;28;AL59 4724 5087 02RV 7G3P J0LE QLQO;false
4;AT;20;AT70 4724 5087 0235 7235;false
5;AZ;28;AZ79 QXCA TY87 02RV 7G3P J0LE QLQO;false
6;BA;20;BA39 4724 5087 0235 7202;false
7;BE;16;BE48 4724 5087 0227;false
8;BG;22;BG78 QXCA 5087 02RV 7G3P J0;false
9;BH;22;BH96 QXCA TY87 02RV 7G3P J0;false
10;BR;29;BR35 4724 5087 0235 7235 5016 276O 7;false
11;BY;28;BY70 Q72A 5087 02RV 7G3P J0LE QLQO;false
12;CH;21;CH85 4724 5Y87 02RV 7G3P J;false
10;BR;29;BR83 8821 0203 9231 0432 1537 735X B;false
13;CR;22;CR73 4724 5087 0235 7235 50;false
14;CY;28;CY02 4724 5087 02RV 7G3P J0LE QLQO;false
15;CZ;24;CZ45 4724 5087 0135 7235 5011;false
16;DE;22;DE06 4724 5087 0235 7235 50;false
17;DK;18;DK27 4724 5087 0235 72;false
18;DO;28;DO42 Q72A 5087 0235 7235 5016 2766;false
19;EE;20;EE95 4724 5087 0235 7238;false
20;EG;29;EG74 4724 5087 0235 7235 5016 2766 7;false
21;ES;24;ES29 4724 5087 9335 7235 5016;false
22;FI;18;FI15 4724 5087 0235 72;false
23;FO;18;FO94 4724 5087 0235 72;false
24;FR;27;FR10 4724 5087 02RV 7G3P J0LE Q58;false
25;GB;22;GB59 QXCA 5087 0235 7235 50;false
26;GE;22;GE28 QX24 5087 0235 7235 50;false
27;GI;23;GI68 QXCA TY87 02RV 7G3P J0L;false
28;GL;18;GL94 4724 5087 0235 72;false
29;GR;27;GR30 4724 5087 02RV 7G3P J0LE QLQ;false
30;GT;28;GT80 Q72A TY87 02RV 7G3P J0LE QLQO;false
31;HR;21;HR55 4724 5047 0235 7235 7;false
32;HU;28;HU25 4724 5086 0235 7236 5016 2761;false
33;IE;22;IE32 QXCA 5087 0235 7235 50;false
34;IL;23;IL31 4724 5087 0235 7235 501;false
35;IQ;23;IQ47 QXCA 5087 0235 7235 501;false
36;IS;26;IS79 4724 5087 0235 7235 5016 27;false
37;IT;27;IT18 P724 5087 023V 7G3P J0LE QLQ;false
38;JO;30;JO04 QXCA 5087 02RV 7G3P J0LE QLQO 77;false
39;KW;30;KW17 QXCA TY87 02RV 7G3P J0LE QLQO 77;false
40;KZ;20;KZ16 472A TY87 02RV 7G3P;false
41;LB;28;LB09 4724 TY87 02RV 7G3P J0LE QLQO;false
42;LC;32;LC40 QXCA TY87 02RV 7G3P J0LE QLQO 77EO;false
43;LI;21;LI98 4724 5Y87 02RV 7G3P J;false
44;LT;20;LT68 4724 5087 0235 7235;false
45;LU;20;LU22 472A TY87 02RV 7G3P;false
46;LV;21;LV83 QXCA TY87 02RV 7G3P J;false
47;MC;27;MC89 4724 5087 02RV 7G3P J0LE Q58;false
48;md;24;MD15 Q72A TY87 02RV 7G3P J0LE;false
49;ME;22;ME25 4724 5087 0235 7235 93;false
50;MK;19;MK02 472A TY87 02RV 723;false
51;MR;27;MR13 4724 5087 0235 7235 5016 293;false
52;MT;31;MT76 QXCA 5087 02RV 7G3P J0LE QLQO 77E;false
53;MU;30;MU51 QXCA 5087 0235 7235 5016 276O FJ;false
54;NL;18;NL82 QXCA 5087 0235 72;false
55;NO;15;NO03 4724 5087 027;false
56;PK;24;PK36 QXCA TY87 02RV 7G3P J0LE;false
57;PL;28;PL67 4724 5087 0235 7235 5016 2766;false
58;PS;29;PS02 QXCA TY87 02RV 7G3P J0LE QLQO 7;false
59;PT;25;PT50 4724 5087 0235 7235 5019 4;false
60;QA;29;QA47 QXCA TY87 02RV 7G3P J0LE QLQO 7;false
61;RO;24;RO06 QXCA TY87 02RV 7G3P J0LE;false
62;RS;22;RS35 4724 5087 0235 7235 93;false
63;SA;24;SA72 472A TY87 02RV 7G3P J0LE;false
64;SC;31;SC81 QXCA 5087 0235 7235 5016 2766 FJE;false
65;SE;24;SE58 4724 5087 0235 7235 5016;false
66;SI;19;SI56 4724 5087 0235 789;false
67;SK;24;SK43 4724 5087 0135 7235 5011;false
68;SM;27;SM46 P724 5087 023V 7G3P J0LE QLQ;false
69;ST;25;ST14 4724 5087 0235 7235 5016 2;false
70;SV;28;SV84 QXCA 5087 0235 7235 5016 2766;false
71;TL;23;TL38 4724 5087 0235 7235 533;false
72;TN;24;TN59 4724 5087 0235 7235 5029;false
73;TR;26;TR10 4724 5087 02RV 7G3P J0LE QL;false
77;XK;20;XK84 4724 5087 0235 7235;false
74;UA;29;UA70 4724 5087 02RV 7G3P J0LE QLQO 7;false
75;VA;22;VA50 4724 5087 0235 7235 50;false
76;VG;24;VG44 QXCA 5087 0235 7235 5016;false
77;XK;20;XK59 2766 7788 7882 1020;false
77;XK;20;XK33 1043 2153 7735 1711;false
77;XK;20;XK43 0350 2913 8113 7885;false
