csApplication;csCollDocuments;csDocument;master;name;res_loc;csCollData;mouvements;mouvements_type;mouvements_0;mouvements_type_0;Column0;name_00;type_00;Column1;name_01;type_01;Column2;name_02;type_02;Column3;name_03;type_03;Column4;name_04;type_04;Column5;name_05;type_05;Column6;name_06;type_06;Column7;name_07;type_07;Column8;name_08;type_08;Column9;name_09;type_09;Column10;name_10;type_10;Column11;name_11;type_11;Column12;name_12;type_12;Column13;name_13;type_13;Column14;name_14;type_14;Column15;name_15;type_15;Column16;name_16;type_16;Column17;name_17;type_17;Column18;name_18;type_18;Column19;name_19;type_19;Column20;name_20;type_20;Column21;name_21;type_21;Column22;name_22;type_22;Column23;name_23;type_23;Column24;name_24;type_24;Column25;name_25;type_25;Column26;name_26;type_26;Column27;name_27;type_27;Column28;name_28;type_28;Column29;name_29;type_29;Column30;name_30;type_30;Column31;name_31;type_31;Column32;name_32;type_32;Column33;name_33;type_33;Column34;name_34;type_34;Column35;name_35;type_35;Column36;name_36;type_36;Column37;name_37;type_37;Column38;name_38;type_38;Column39;name_39;type_39;Column40;name_40;type_40;Column41;name_41;type_41;Column42;name_42;type_42;Column43;name_43;type_43;Column44;name_44;type_44;Column45;name_45;type_45;Column46;name_46;type_46;Column47;name_47;type_47;Column48;name_48;type_48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;000;eweb-numo-seqc;Numeric;FORMATTX;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;05;stwi-code-priopave;Numeric;10;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;00000000;stwi-date-impt;Numeric;000;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;002;stwi-squc-mvt;Numeric;;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;00000000;stw1-date-impt;Numeric;0,00;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;BAISSE DE TAUX SUR VOTRE RELEVE. JUSQU'A 1524 EUROS DE SOLDE DU : 20,54% PAR AN, SOIT UN;stw1-libl-text;String;TAUX DE PERIODE DE 1,569%. DE 1524,01 EUROS A 3000 EUROS DE SOLDE DU : 19,14% PAR AN,;stw1-indc-langue;Numeric;SOIT UN TAUX DE PERIODE DE 1,470% (INCHANGE), DE 3000,01 EUROS A 6000 EUROS DE SOLDE DU :;stw1-libl-zone1;String;17,14% PAR AN, SOIT UN TAUX DE PERIODE DE 1,327% ET AU DELA DE 6000 EUROS DE SOLDE DU :;stw1-libl-zone2;String;14,80% PAR AN, SOIT UN TAUX DE PERIODE DE 1,157%.;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;000;eweb-numo-seqc;Numeric;FORMATTX;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;05;stwi-code-priopave;Numeric;20;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;00000000;stwi-date-impt;Numeric;000;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;003;stwi-squc-mvt;Numeric;;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;00000000;stw1-date-impt;Numeric;0,00;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;DANS TROIS MOIS: DATE ANNIVERSAIRE DE VOTRE CONTRAT DE CREDIT (ART L 311-16 DU CODE DE LA;stw1-libl-text;String;CONSOMMATION) - VOIR MODALITES CI-CONTRE. VOIR AUSSI AUTRES INFORMATIONS SUR VOS CONTRATS.;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;006;eweb-numo-seqc;Numeric;HELVET23;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;10;stwi-code-priopave;Numeric;10;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120515;stwi-date-impt;Numeric;006;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;004;stwi-squc-mvt;Numeric;VOTRE SOLDE AU;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;20120515;stw1-date-impt;Numeric;887,54;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;001;eweb-numo-seqc;Numeric;FORMATBL;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;30;stwi-code-priopave;Numeric;20;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;001;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;005;stwi-squc-mvt;Numeric;;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;00000000;stw1-date-impt;Numeric;0,00;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;001;eweb-numo-seqc;Numeric;HELVETTI;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;30;stwi-code-priopave;Numeric;10;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;001;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;006;stwi-squc-mvt;Numeric;VOS OPERATIONS DU MOIS;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;00000000;stw1-date-impt;Numeric;0,00;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;001;eweb-numo-seqc;Numeric;HELVET01;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;30;stwi-code-priopave;Numeric;20;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;001;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;007;stwi-squc-mvt;Numeric;Int{rêts;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;20120614;stw1-date-impt;Numeric;13,45;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;004;eweb-numo-seqc;Numeric;HELVET01;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;30;stwi-code-priopave;Numeric;40;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;004;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;008;stwi-squc-mvt;Numeric;P{nalit{ pour incident de paiement;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;20120614;stw1-date-impt;Numeric;2,24;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;003;eweb-numo-seqc;Numeric;HELVET01;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;30;stwi-code-priopave;Numeric;50;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;003;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;009;stwi-squc-mvt;Numeric;Prime d'assurance de votre cr{dit renouvelable;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;20120614;stw1-date-impt;Numeric;6,30;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;001;eweb-numo-seqc;Numeric;FORMATBL;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;40;stwi-code-priopave;Numeric;10;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;001;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;010;stwi-squc-mvt;Numeric;;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;00000000;stw1-date-impt;Numeric;0,00;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
;;;null/null;null; ;;MOUVEMENTS;Array;MOUVEMENTS;Array;001;eweb-type-cpte;Numeric;00562093680;eweb-numo-cpte;Numeric;001;eweb-numo-seqc;Numeric;HELVET23;stwi-struct;String;003;stwi-fichier;Numeric;010;stwi-routage;Numeric;00;stwi-priorite;Numeric;01800;stwi-cpos;String;0000000000000;stwi-numo-carte;Numeric;;stwi-zone-afrnchmt;String;F;stwi-code-pays;String;;stwi-indc-specimen;String;000000;stwi-numo-nbincart;String;;stwi-libre;String;0;stwi-code-pliage;String;001;stwi-type-cpte;Numeric;00562093680;stwi-numo-cpte;Numeric;40;stwi-code-priopave;Numeric;10;stwi-code-priosspv;Numeric;00000;stwi-code-unite;Numeric;20120614;stwi-date-impt;Numeric;001;stwi-numo-sequence;Numeric;10;stwi-indc-niveau;Numeric;0000000;stwi-squc-fichier;Numeric;001;stwi-numo-page;Numeric;011;stwi-squc-mvt;Numeric;NOUVEAU SOLDE AU;stw1-code-lib1;String;;stw1-code-lib2;String;;stw1-code-lib3;String;;stw1-code-lib4;String;;stw1-code-lib5;String;;stw1-code-lib6;String;;stw1-code-lib7;String;;stw1-code-lib8;String;;stw1-code-lib9;String;;stw1-code-lib10;String;20120614;stw1-date-impt;Numeric;909,53;stw1-mtnt-debit;Numeric;0,00;stw1-mtnt-credit;Numeric;00000000;stw1-date-facture;Numeric;00000;stw1-taux;Numeric;;stw1-libl-enseigne;String;;stw1-numo-facture;String;000;stw1-numo-echeance;Numeric;000;stw1-nbre-echeance;Numeric;;stw1-libl-text;String;;stw1-indc-langue;Numeric;;stw1-libl-zone1;String;;stw1-libl-zone2;String;;;;;;;0;;;;
