10206;a302;ff;female;beijing;55;a4;hg@er.com;5;;2;true;1.0;1.0;;
10206;a302;ff;female;beijing;5;a4;ni@you f.com;5;;0;false;1.0;0.0;stuProvinceID: 1.0;
10209;b203;ii;male;langfang;5;b2;hg@er.com;;;0;false;1.0;0.0;stuProvinceID: 1.0;
10777;b203;898;female;tang shan;15;a1;ji@as de.com;;;0;false;1.0;0.0;stuProvinceID: 1.0;
20608;b101;  HH   ;female;cangzhou;15;b1;bvqw;23;;0;false;1.0;0.0;stuAddress: 1.0;
30603;a201;7cc;male;qingdao;4;a2;hg@12.com;5;;0;false;1.0;0.0;stuAddress: 1.0;
30604;a202;d8d;male;qingdao;34;a2;bb@qw.com;2;;0;false;1.0;0.0;stuAddress: 1.0;
30607;a401;gg;female;tianjin;6;a4;yu@78;;;0;false;1.0;0.0;stuAddress: 1.0;
60112;a102;;female;jinan;34;a1;gg@qw cc.om;;;0;false;1.0;0.0;stuAddress: 1.0;
60115;a301;ee;;jinan;14;a3;hhwe@123.com;;;0;false;1.0;0.0;stuAddress: 1.0;
101112;b302;kk;female;   nan   chang   ;3333;a1;io90@ert123.com;;;11;true;1.0;1.0;;
101112;  b301  ;kk;female;   nan   chang   ;3;b2;i022@qw.com;;;0;false;1.0;0.0;stuProvinceID: 1.0;
206013;B301;mm;female;cangzhou;34;a1;aaaaa@gmail.com;;;0;false;1.0;0.0;stuAddress: 1.0;
301111;b301;kk;female;nanchang;2;b3;yu67@123r.com;;;0;false;1.0;0.0;stuAddress: 1.0;
306015;a201;7cc;male;qingdao,qingdao,qingdao;11;a1;UI@ qw.com;2;;6;true;1.0;1.0;;
306015;b302;ii;female;qingdao;1;a1;abc@gmail.com;;;0;false;1.0;0.0;stuAddress: 1.0;
1011222;b302;YuJian gödel  Nihao ;male;chengde;3;b4;io90@ert123.com;;;0;false;1.0;0.0;stuProvinceID: 1.0;
1060666;b203;  HH   ;female;cangzhou,cangzhou;15151515;a1;ji@as de.com;23;;6;true;1.0;1.0;;
1060666;b203;op;female;tang Shans;15;a1;ji@as de.com;;;0;false;1.0;0.0;stuProvinceID: 1.0;
2060888;b203;;female;tangshan;15;a1;ji@as de.com;;;0;false;1.0;0.0;stuAddress: 1.0;
2060999;b203a;sfd;female;tangshan;15;a1;jj@qw.com;;;0;false;1.0;0.0;stuAddress: 1.0;
3011100;b302;mm;male;nanchang;3;b3;io90@ert123.com;;;0;false;1.0;0.0;stuAddress: 1.0;
3011111;b302;kk;male;nanchang;3;b3;io90@ert123.com;;;0;false;1.0;0.0;stuAddress: 1.0;
3060333;b302;hh;male;tianjin;1;a1;io@we.com;;;0;false;1.0;0.0;stuAddress: 1.0;
3060555;b301;ww;male;tianjin;15;a2;UI@ qw.com;;;0;false;1.0;0.0;stuAddress: 1.0;
601110000;b203a;kk;female;jinan;3;;kk;;;0;false;1.0;0.0;stuAddress: 1.0;
601110001;b203a;kk;female;jinan;3;;email;;;0;false;1.0;0.0;stuAddress: 1.0;
601110002;b203a;op;female;jinan;3;;;;;0;false;1.0;0.0;stuAddress: 1.0;
601110003;b203a;hj;female;jinan;3;;;;;0;false;1.0;0.0;stuAddress: 1.0;
